chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr2	178096448	NFE2L2	ENST00000397062.3	1.48569856985699	1437	883	882	-935	-936	-1415	554	1817	479
chr2	178096448	NFE2L2	ENST00000397063.4	1.47175141242938	1235	835	834	-935	-936	-1415	400	1769	479
chr2	178096448	NFE2L2	ENST00000446151.2	1.46540880503145	986	814	813	-935	-936	-1412	172	1748	476
chr2	178096448	NFE2L2	ENST00000464747.1	1.47175141242938	1336	835	834	-935	-936	-1412	501	1769	476
chr2	191878788	STAT1	ENST00000361099.3	0.487113402061856	188	-199	-200	-2452	-2453	-4121	387	2252	1668
chr2	191878788	STAT1	ENST00000392322.3	0.349673202614379	106	-199	-200	-2338	-2339	-2609	305	2138	270
chr2	191878788	STAT1	ENST00000392323.2	0.330097087378641	135	-276	-277	-2421	-2422	-2587	411	2144	165
chr2	198351449	HSPD1	ENST00000345042.2	2.69782608695652	2159	2043	2042	321	320	-139	116	1721	459
chr2	198351449	HSPD1	ENST00000388968.3	2.69032258064516	2310	2043	2042	321	320	-144	267	1721	464
chr2	217364116	RPL37A	ENST00000427280.2	1.2059925093633	307	55	54	-212	-213	-390	252	266	177
chr2	217364116	RPL37A	ENST00000441179.2	1.30054644808743	164	55	54	-128	-129	-364	109	182	235
chr2	217364116	RPL37A	ENST00000446558.1	1.55701754385965	146	127	126	-101	-102	-348	19	227	246
chr2	217364116	RPL37A	ENST00000456586.1	1.26570048309179	189	55	54	-152	-153	-211	134	206	58
chr2	217364116	RPL37A	ENST00000491306.1	1.45519713261649	812	127	126	-152	-153	-2299	685	278	2146
chr2	217364116	RPL37A	ENST00000598925.1	1.30054644808743	307	55	54	-128	-129	-328	252	182	199
chr2	217364116	RPL37A	ENST00000600880.1	1.57990867579909	151	127	126	-92	-93	-273	24	218	180
chr2	223799285	ACSL3	ENST00000357430.3	1.87147480351364	2415	1885	1884	-278	-279	-3263	530	2162	2984
chr2	223799285	ACSL3	ENST00000392066.3	1.87147480351364	2300	1885	1884	-278	-279	-846	415	2162	567
chr2	224856614	SERPINE2	ENST00000258405.4	1.4937343358396	833	591	590	-606	-607	-1361	242	1196	754
chr2	224856614	SERPINE2	ENST00000409304.1	1.49497487437186	802	591	590	-603	-604	-1358	211	1193	754
chr2	224856614	SERPINE2	ENST00000409840.3	1.49497487437186	1251	591	590	-603	-604	-1317	660	1193	713
chr2	224856614	SERPINE2	ENST00000447280.2	1.50975609756098	927	627	626	-603	-604	-788	300	1229	184
chr2	230642193	TRIP12	ENST00000283943.5	1.86001003512293	5320	5142	5141	-837	-838	-4553	178	5978	3715
chr2	230642193	TRIP12	ENST00000389044.4	1.86330230279275	5454	5286	5285	-837	-838	-950	168	6122	112
chr2	230642193	TRIP12	ENST00000389045.3	1.83807312826465	4404	4332	4331	-837	-838	-950	72	5168	112
chr2	233244334	ALPP	ENST00000392027.2	1.26181592039801	689	421	420	-1187	-1188	-2281	268	1607	1093
chr2	233347283	ECEL1	ENST00000304546.1	1.73926116838488	1931	1721	1720	-607	-608	-933	210	2327	325
chr2	242291991	SEPT2	ENST00000360051.3	2.30618112122664	2164	1725	1724	639	638	-1448	439	1085	2086
chr2	242291991	SEPT2	ENST00000391971.2	2.30574162679426	1863	1725	1724	639	638	-1451	138	1085	2089
chr2	242291991	SEPT2	ENST00000391973.2	2.30618112122664	2252	1725	1724	639	638	-1448	527	1085	2086
chr2	242291991	SEPT2	ENST00000402092.2	2.30574162679426	1881	1725	1724	639	638	-1451	156	1085	2089
chr2	242291991	SEPT2	ENST00000407971.1	2.30574162679426	1815	1605	1604	639	638	-1451	210	965	2089
chr20	1350457	FKBP1A	ENST00000381724.3	2.55954631379962	742	608	607	296	295	-233	134	311	528
chr20	1350457	FKBP1A	ENST00000400137.4	2.26171529619805	786	623	622	296	295	-835	163	326	1130
chr20	17581686	DSTN	ENST00000246069.7	1.61646586345382	652	307	306	-191	-192	-2964	345	497	2772
chr20	17581686	DSTN	ENST00000474024.1	1.57270693512304	565	256	255	-191	-192	-1287	309	446	1095
chr20	30754889	TM9SF4	ENST00000217315.5	2.90518191841235	3859	3520	3519	1642	1641	-172	339	1877	1813
chr20	30754889	TM9SF4	ENST00000398022.2	2.90518191841235	3805	3571	3570	1642	1641	-172	234	1928	1813
chr20	34240294	RBM12	ENST00000359646.1	2.06381192275399	3101	2951	2950	152	151	-2230	150	2798	2381
chr20	34240294	RBM12	ENST00000374104.3	2.06915377616015	3166	2951	2950	152	151	-2046	215	2798	2197
chr20	34240294	RBM12	ENST00000374114.3	2.04223395387608	3214	2951	2950	152	151	-3447	263	2798	3598
chr20	43379578	KCNK15	ENST00000372861.3	2.50510204081633	1222	1092	1091	99	98	-97	130	992	195
chr20	44047503	PIGT	ENST00000279036.6	1.21704087507196	456	377	376	-1360	-1361	-1778	79	1736	417
chr20	44047503	PIGT	ENST00000372689.5	1.24544270833333	396	377	376	-1159	-1160	-1574	19	1535	414
chr20	44047503	PIGT	ENST00000535404.1	1.01022012578616	390	13	12	-1259	-1260	-1300	377	1271	40
chr20	44527161	CTSA	ENST00000191018.5	2.19459459459459	1599	1515	1514	72	71	-298	84	1442	369
chr20	44527161	CTSA	ENST00000354880.5	2.19459459459459	1521	1518	1517	72	71	-298	3	1445	369
chr20	44527161	CTSA	ENST00000372459.2	2.21428571428571	1707	1515	1514	72	71	-264	192	1442	335
chr20	44527161	CTSA	ENST00000372484.3	2.19459459459459	1850	1569	1568	72	71	-298	281	1496	369
chr20	57603866	ATP5E	ENST00000243997.3	2.01006512729426	320	190	189	34	33	-3344	130	155	3377
chr20	57603866	ATP5E	ENST00000395659.1	2.91830466830467	1744	1651	1650	1495	1494	-133	93	155	1627
chr21	27372403	APP	ENST00000346798.3	1.41504539559014	993	960	959	-1353	-1354	-2473	33	2312	1119
chr21	27372403	APP	ENST00000357903.3	1.42553191489362	1126	960	959	-1296	-1297	-2416	166	2255	1119
chr21	27372403	APP	ENST00000358918.3	1.42496679946879	1159	960	959	-1299	-1300	-2418	199	2258	1118
chr21	27372403	APP	ENST00000439274.2	1.36923076923077	825	792	791	-1353	-1354	-1691	33	2144	337
chr21	27372403	APP	ENST00000440126.3	1.42168674698795	1210	945	944	-1296	-1297	-1635	265	2240	338
chr21	45557067	C21orf33	ENST00000291577.6	1.39281288723668	409	317	316	-490	-491	-1264	92	806	773
chr21	45557067	C21orf33	ENST00000348499.5	1.44397759103641	334	317	316	-397	-398	-1171	17	713	773
chr21	45557067	C21orf33	ENST00000427803.2	1.48470948012232	396	317	316	-337	-338	-680	79	653	342
chr22	19165476	SLC25A1	ENST00000215882.5	1.30021367521368	437	281	280	-655	-656	-1203	156	935	547
chr22	19165476	SLC25A1	ENST00000451283.1	0.92	321	-28	-29	-655	-656	-1192	349	626	536
chr22	24967979	SNRPD3	ENST00000215829.3	2.04276729559748	1001	415	414	34	33	-761	586	380	794
chr22	29951635	NIPSNAP1	ENST00000216121.7	2.2564330079858	1398	1144	1143	289	288	-838	254	854	1126
chr22	35820401	MCM5	ENST00000216122.4	2.13021276595745	2511	2358	2357	153	152	-1022	153	2204	1174
chr22	35820401	MCM5	ENST00000382011.5	2.6219512195122	2308	2229	2228	153	152	-93	79	2075	245
chr22	41220903	ST13	ENST00000216218.3	2.81827259111333	3230	2749	2748	1639	1638	-364	481	1109	2002
chr3	12881863	RPL32	ENST00000396953.2	0.902476780185758	1165	-126	-127	-534	-535	-568	1291	407	33
chr3	13413347	NUP210	ENST00000254508.5	1.31302966101695	1855	1773	1772	-3891	-3892	-5335	82	5663	1443
chr3	23959343	RPL15	ENST00000307839.5	0.989045383411581	631	-7	-8	-622	-623	-2098	638	614	1475
chr3	23959343	RPL15	ENST00000354811.5	0.954838709677419	147	-7	-8	-622	-623	-672	154	614	49
chr3	23959343	RPL15	ENST00000413699.1	0.941176470588235	111	-7	-8	-622	-623	-1941	118	614	1318
chr3	23959343	RPL15	ENST00000415719.1	0.958579881656805	161	-7	-8	-622	-623	-668	168	614	45
chr3	23959343	RPL15	ENST00000435882.1	0.955696202531646	150	-7	-8	-622	-623	-912	157	614	289
chr3	23959343	RPL15	ENST00000456530.2	0.844444444444444	37	-7	-8	-445	-446	-2462	44	437	2016
chr3	23959343	RPL15	ENST00000307839.5	0.989045383411581	631	-7	-8	-622	-623	-2098	638	614	1475
chr3	23959343	RPL15	ENST00000354811.5	0.954838709677419	147	-7	-8	-622	-623	-672	154	614	49
chr3	23959343	RPL15	ENST00000413699.1	0.941176470588235	111	-7	-8	-622	-623	-1941	118	614	1318
chr3	23959343	RPL15	ENST00000415719.1	0.958579881656805	161	-7	-8	-622	-623	-668	168	614	45
chr3	23959343	RPL15	ENST00000435882.1	0.955696202531646	150	-7	-8	-622	-623	-912	157	614	289
chr3	23959343	RPL15	ENST00000456530.2	0.844444444444444	37	-7	-8	-445	-446	-2462	44	437	2016
chr3	23959343	RPL15	ENST00000307839.5	0.989045383411581	631	-7	-8	-622	-623	-2098	638	614	1475
chr3	23959343	RPL15	ENST00000354811.5	0.954838709677419	147	-7	-8	-622	-623	-672	154	614	49
chr3	23959343	RPL15	ENST00000413699.1	0.941176470588235	111	-7	-8	-622	-623	-1941	118	614	1318
chr3	23959343	RPL15	ENST00000415719.1	0.958579881656805	161	-7	-8	-622	-623	-668	168	614	45
chr3	23959343	RPL15	ENST00000435882.1	0.955696202531646	150	-7	-8	-622	-623	-912	157	614	289
chr3	23959343	RPL15	ENST00000456530.2	0.844444444444444	37	-7	-8	-445	-446	-2462	44	437	2016
chr3	23959343	RPL15	ENST00000307839.5	0.989045383411581	631	-7	-8	-622	-623	-2098	638	614	1475
chr3	23959343	RPL15	ENST00000354811.5	0.954838709677419	147	-7	-8	-622	-623	-672	154	614	49
chr3	23959343	RPL15	ENST00000413699.1	0.941176470588235	111	-7	-8	-622	-623	-1941	118	614	1318
chr3	23959343	RPL15	ENST00000415719.1	0.958579881656805	161	-7	-8	-622	-623	-668	168	614	45
chr3	23959343	RPL15	ENST00000435882.1	0.955696202531646	150	-7	-8	-622	-623	-912	157	614	289
chr3	23959343	RPL15	ENST00000456530.2	0.844444444444444	37	-7	-8	-445	-446	-2462	44	437	2016
chr3	33055767	GLB1	ENST00000307363.5	1.74483775811209	1659	1515	1514	-519	-520	-956	144	2033	436
chr3	33055767	GLB1	ENST00000307377.8	1.68372943327239	1182	1122	1121	-519	-520	-835	60	1640	315
chr3	33055767	GLB1	ENST00000399402.3	1.73302469135802	1556	1425	1424	-519	-520	-955	131	1943	435
chr3	33055767	GLB1	ENST00000445488.2	1.76170798898072	1719	1659	1658	-519	-520	-837	60	2177	317
chr3	33186328	CRTAP	ENST00000320954.6	2.44845070422535	3692	3594	3593	2388	2387	-2937	98	1205	5324
chr3	49067714	QRICH1	ENST00000357496.2	2.32884615384615	2733	2502	2501	171	170	-349	231	2330	519
chr3	49067714	QRICH1	ENST00000395443.2	2.22953020134228	2974	2502	2501	171	170	-574	472	2330	744
chr3	49067714	QRICH1	ENST00000424300.1	2.7125	2939	2502	2501	171	170	-69	437	2330	239
chr3	52725562	GNL3	ENST00000394799.2	1.46468401486989	959	750	749	-864	-865	-1081	209	1613	216
chr3	52725562	GNL3	ENST00000418458.1	1.47636363636364	958	786	785	-864	-865	-1081	172	1649	216
chr3	69154418	ARL6IP5	ENST00000273258.3	2.44125874125874	1301	1198	1197	631	630	-799	103	566	1429
chr3	69154418	ARL6IP5	ENST00000478935.1	2.30995670995671	651	625	624	358	357	-797	26	266	1154
chr3	100103361	TOMM70A	ENST00000284320.5	1.38149972632731	1145	697	696	-1130	-1131	-3263	448	1826	2132
chr3	107799041	CD47	ENST00000355354.7	1.21459694989107	313	197	196	-721	-722	-4706	116	917	3984
chr3	107799041	CD47	ENST00000361309.5	1.20267489711934	302	197	196	-775	-776	-982	105	971	206
chr3	127292472	TPRA1	ENST00000296210.7	1.96371882086168	1164	850	849	-32	-33	-560	314	881	527
chr3	127292472	TPRA1	ENST00000355552.3	1.90374331550802	1390	1014	1013	-108	-109	-542	376	1121	433
chr3	127292472	TPRA1	ENST00000450633.2	1.90374331550802	1304	1014	1013	-108	-109	-560	290	1121	451
chr3	127292472	TPRA1	ENST00000489960.1	1.90374331550802	1419	1014	1013	-108	-109	-483	405	1121	374
chr3	128889289	CNBP	ENST00000422453.2	2.00722394220846	701	541	540	7	6	-962	160	533	968
chr3	128889289	CNBP	ENST00000441626.2	2.01994301994302	695	547	546	7	6	-344	148	539	350
chr3	128889289	CNBP	ENST00000446936.2	2.00724637681159	663	526	525	7	6	-959	137	518	965
chr3	128889289	CNBP	ENST00000451728.2	2.00724637681159	681	544	543	7	6	-959	137	536	965
chr3	128889289	CNBP	ENST00000500450.2	2.0079185520362	638	490	489	7	6	-877	148	482	883
chr3	128889289	CNBP	ENST00000502976.1	2.00722394220846	663	520	519	7	6	-962	143	512	968
chr3	128889289	CNBP	ENST00000504813.1	2.0079185520362	671	511	510	7	6	-877	160	503	883
chr3	142747418	U2SURP	ENST00000397933.2	1.16800858829844	1594	313	312	-1550	-1551	-5825	1281	1862	4274
chr3	142747418	U2SURP	ENST00000473835.2	1.49838187702265	1629	1540	1539	-1550	-1551	-5646	89	3089	4095
chr3	142747418	U2SURP	ENST00000493598.2	1.49789439585358	1544	1537	1536	-1550	-1551	-1946	7	3086	395
chr3	154033889	DHX36	ENST00000308361.6	1.10442176870748	350	307	306	-2633	-2634	-3136	43	2939	502
chr3	154033889	DHX36	ENST00000496811.1	1.10142054839775	387	307	306	-2720	-2721	-6345	80	3026	3624
chr3	154033889	DHX36	ENST00000544526.1	1.10284757118928	387	307	306	-2678	-2679	-3180	80	2984	501
chr3	155623976	GMPS	ENST00000295920.7	1.08571428571429	373	153	152	-1632	-1633	-1650	220	1784	17
chr3	155623976	GMPS	ENST00000496455.2	1.21613832853026	784	450	449	-1632	-1633	-7966	334	2081	6333
chr3	179110543	MFN1	ENST00000280653.7	2.60051768766178	2714	2589	2588	696	695	-463	125	1892	1158
chr3	179110543	MFN1	ENST00000471841.1	2.24233983286908	3047	2922	2921	696	695	-2176	125	2225	2871
chr3	179306708	MRPL47	ENST00000259038.2	1.93073593073593	660	645	644	-48	-49	-465	15	692	416
chr3	179306708	MRPL47	ENST00000392659.2	1.88652482269504	583	375	374	-48	-49	-89	208	422	40
chr3	179306708	MRPL47	ENST00000476781.1	1.93625498007968	734	705	704	-48	-49	-635	29	752	586
chr3	180694447	FXR1	ENST00000305586.7	2.4252607184241	2780	1978	1977	367	366	-496	802	1610	862
chr3	180694447	FXR1	ENST00000357559.4	2.056802352577	2616	2233	2232	367	366	-6094	383	1865	6460
chr3	180694447	FXR1	ENST00000445140.2	2.51229105211406	2154	2141	2140	521	520	-496	13	1619	1016
chr4	26433471	RBPJ	ENST00000342320.4	2.21523517382413	2478	2303	2302	842	841	-3070	175	1460	3911
chr4	48850445	OCIAD1	ENST00000264312.7	1.30216802168022	412	223	222	-515	-516	-1001	189	737	485
chr4	48850445	OCIAD1	ENST00000381473.3	1.30216802168022	640	223	222	-515	-516	-953	417	737	437
chr4	48850445	OCIAD1	ENST00000396448.2	1.39539007092199	412	223	222	-341	-342	-893	189	563	551
chr4	48850445	OCIAD1	ENST00000425583.2	1.38119658119658	497	223	222	-362	-363	-1417	274	584	1054
chr4	48850445	OCIAD1	ENST00000444354.2	1.38119658119658	369	223	222	-362	-363	-1386	146	584	1023
chr4	48850445	OCIAD1	ENST00000506801.1	1.14420803782506	180	61	60	-362	-363	-390	119	422	27
chr4	48850445	OCIAD1	ENST00000508293.1	1.30216802168022	453	223	222	-515	-516	-969	230	737	453
chr4	48850445	OCIAD1	ENST00000509122.1	1.21613394216134	201	142	141	-515	-516	-1002	59	656	486
chr4	48850445	OCIAD1	ENST00000513391.2	1.30216802168022	284	223	222	-515	-516	-1003	61	737	487
chr4	48850446	OCIAD1	ENST00000264312.7	1.30352303523035	413	224	223	-514	-515	-1000	189	737	485
chr4	48850446	OCIAD1	ENST00000381473.3	1.30352303523035	641	224	223	-514	-515	-952	417	737	437
chr4	48850446	OCIAD1	ENST00000396448.2	1.39716312056738	413	224	223	-340	-341	-892	189	563	551
chr4	48850446	OCIAD1	ENST00000425583.2	1.38290598290598	498	224	223	-361	-362	-1416	274	584	1054
chr4	48850446	OCIAD1	ENST00000444354.2	1.38290598290598	370	224	223	-361	-362	-1385	146	584	1023
chr4	48850446	OCIAD1	ENST00000506801.1	1.14657210401891	181	62	61	-361	-362	-389	119	422	27
chr4	48850446	OCIAD1	ENST00000508293.1	1.30352303523035	454	224	223	-514	-515	-968	230	737	453
chr4	48850446	OCIAD1	ENST00000509122.1	1.21765601217656	202	143	142	-514	-515	-1001	59	656	486
chr4	48850446	OCIAD1	ENST00000513391.2	1.30352303523035	285	224	223	-514	-515	-1002	61	737	487
chr4	95588348	PDLIM5	ENST00000317968.4	2.75312800769971	5056	4921	4920	3130	3129	-1026	135	1790	4155
chr4	95588348	PDLIM5	ENST00000437932.1	2.75258475595095	4744	4594	4593	3130	3129	-1029	150	1463	4158
chr4	129191455	PGRMC2	ENST00000296425.5	2.48987463837994	1708	1688	1687	1016	1015	-1058	20	671	2073
chr4	129191455	PGRMC2	ENST00000394276.3	2.49320388349515	1813	1151	1150	1016	1015	-1044	662	134	2059
chr4	129191455	PGRMC2	ENST00000520121.1	2.48987463837994	2726	1760	1759	1016	1015	-1058	966	743	2073
chr5	893099	TRIP13	ENST00000166345.3	0.960674157303371	341	-14	-15	-1313	-1314	-2330	355	1298	1016
chr5	1474697	LPCAT1	ENST00000283415.3	1.62492211838006	1135	1003	1002	-602	-603	-2830	132	1604	2227
chr5	6668814	SRD5A1	ENST00000274192.5	2.33462132921175	1446	1213	1212	433	432	-861	233	779	1293
chr5	6668814	SRD5A1	ENST00000537411.1	2.88650306748466	1864	1741	1740	1156	1155	-148	123	584	1303
chr5	10400939	MARCH6	ENST00000274140.5	1.35016465422613	1088	957	956	-1776	-1777	-8480	131	2732	6703
chr5	10400939	MARCH6	ENST00000449913.2	1.31402085747393	1008	813	812	-1776	-1777	-2053	195	2588	276
chr5	10400939	MARCH6	ENST00000503788.1	1.26550868486352	824	642	641	-1776	-1777	-2049	182	2417	272
chr5	38458415	EGFLAM	ENST00000322350.5	1.88778877887789	3035	2690	2689	-340	-341	-1375	345	3029	1034
chr5	38458415	EGFLAM	ENST00000336740.6	1.85395189003436	2328	1988	1987	-340	-341	-742	340	2327	401
chr5	38458415	EGFLAM	ENST00000354891.3	1.88867059593975	3059	2714	2713	-340	-341	-903	345	3053	562
chr5	38458415	EGFLAM	ENST00000397202.2	1.69858156028369	1494	788	787	-340	-341	-903	706	1127	562
chr5	38458415	EGFLAM	ENST00000397210.3	1.25925925925926	388	119	118	-340	-341	-910	269	458	569
chr5	38458415	EGFLAM	ENST00000506135.1	1.25925925925926	397	119	118	-340	-341	-491	278	458	150
chr5	38458415	EGFLAM	ENST00000514476.1	1.25925925925926	270	119	118	-340	-341	-405	151	458	64
chr5	38885513	OSMR	ENST00000274276.3	1.26054421768707	1167	766	765	-2174	-2175	-4371	401	2939	2196
chr5	38885513	OSMR	ENST00000502536.1	1.7444120505345	1047	766	765	-263	-264	-692	281	1028	428
chr5	65375935	ERBB2IP	ENST00000284037.5	2.39238616571286	6204	5816	5815	1577	1576	-2442	388	4238	4018
chr5	65375935	ERBB2IP	ENST00000380935.1	2.63282504012841	5775	5486	5485	1577	1576	-915	289	3908	2491
chr5	65375935	ERBB2IP	ENST00000380936.1	2.63282504012841	5889	5600	5599	1577	1576	-915	289	4022	2491
chr5	65375935	ERBB2IP	ENST00000380939.2	2.63282504012841	5949	5660	5659	1577	1576	-915	289	4082	2491
chr5	65375935	ERBB2IP	ENST00000380943.2	2.79405840886203	6000	5693	5692	1577	1576	-409	307	4115	1985
chr5	68419196	SLC30A5	ENST00000396591.3	1.84508268059182	2551	1942	1941	-356	-357	-1808	609	2297	1451
chr5	72199554	TNPO1	ENST00000337273.5	1.93919169447534	2958	2533	2532	-164	-165	-8224	425	2696	8059
chr5	72199554	TNPO1	ENST00000454282.1	1.93561052218296	2529	2383	2382	-164	-165	-5879	146	2546	5714
chr5	72199554	TNPO1	ENST00000506351.2	1.93864571642349	2585	2509	2508	-164	-165	-442	76	2672	277
chr5	72199554	TNPO1	ENST00000523768.1	1.93561052218296	2448	2383	2382	-164	-165	-183	65	2546	18
chr5	79950350	DHFR	ENST00000439211.2	0.917004048582996	452	-41	-42	-605	-606	-3464	493	563	2858
chr5	79950350	DHFR	ENST00000504396.1	0.16	27	-147	-148	-555	-556	-1419	174	407	863
chr5	79950350	DHFR	ENST00000505337.1	0.778378378378378	143	-41	-42	-605	-606	-1575	184	563	969
chr5	79950350	DHFR	ENST00000511032.1	0.349206349206349	21	-41	-42	-431	-432	-1452	62	389	1020
chr5	94838684	TTC37	ENST00000358746.2	1.69030883919063	3539	3241	3240	-1454	-1455	-2166	298	4694	711
chr5	94842703	TTC37	ENST00000358746.2	1.64472843450479	3325	3027	3026	-1668	-1669	-2380	298	4694	711
chr5	108714952	PJA2	ENST00000361189.2	1.11095439586272	475	236	235	-1891	-1892	-4413	239	2126	2521
chr5	108714952	PJA2	ENST00000361557.3	1.11095439586272	327	236	235	-1891	-1892	-4409	91	2126	2517
chr5	114951545	TMED7	ENST00000456936.3	2.13365420214735	1416	1036	1035	361	360	-2340	380	674	2700
chr5	118862836	HSD17B4	ENST00000256216.6	1.76390773405699	1821	1689	1688	-522	-523	-861	132	2210	338
chr5	118862836	HSD17B4	ENST00000414835.2	1.70854271356784	1690	1269	1268	-522	-523	-860	421	1790	337
chr5	118862836	HSD17B4	ENST00000504811.1	1.77165354330709	1947	1764	1763	-522	-523	-792	183	2285	269
chr5	118862836	HSD17B4	ENST00000509514.1	1.63368421052632	1533	903	902	-522	-523	-780	630	1424	257
chr5	118862836	HSD17B4	ENST00000510025.1	1.75596072931276	1791	1617	1616	-522	-523	-797	174	2138	274
chr5	118862836	HSD17B4	ENST00000513628.1	1.71	1522	1278	1277	-522	-523	-702	244	1799	179
chr5	118862836	HSD17B4	ENST00000515320.1	1.75799721835883	1713	1635	1634	-522	-523	-780	78	2156	257
chr5	133532876	PPP2CA	ENST00000481195.1	2.17073880162885	1797	1517	1516	587	586	-2851	280	929	3437
chr5	137087932	HNRNPA0	ENST00000314940.4	2.51389676687465	2107	1824	1823	906	905	-857	283	917	1762
chr5	137729027	KDM3B	ENST00000314358.5	1.52913356034809	2996	2797	2796	-2489	-2490	-3816	199	5285	1326
chr5	137729027	KDM3B	ENST00000542866.1	0.665625	212	-107	-108	-2489	-2490	-2821	319	2381	331
chr5	137804537	EGR1	ENST00000239938.4	2.62155591572123	2670	2399	2398	767	766	-467	271	1631	1233
chr5	138356956	SIL1	ENST00000265195.5	1.48412698412698	816	671	670	-715	-716	-1078	145	1385	362
chr5	138356956	SIL1	ENST00000394817.2	1.48412698412698	810	671	670	-715	-716	-1112	139	1385	396
chr5	138356956	SIL1	ENST00000509534.1	1.49182658137882	904	692	691	-715	-716	-809	212	1406	93
chr5	138362498	SIL1	ENST00000265195.5	1.45959595959596	782	637	636	-749	-750	-1112	145	1385	362
chr5	138362498	SIL1	ENST00000394817.2	1.45959595959596	776	637	636	-749	-750	-1146	139	1385	396
chr5	138362498	SIL1	ENST00000509534.1	1.46766169154229	870	658	657	-749	-750	-843	212	1406	93
chr5	140908109	DIAPH1	ENST00000253811.6	1.80115122972266	3202	3062	3061	-760	-761	-2589	140	3821	1828
chr5	140908109	DIAPH1	ENST00000389054.3	1.8005249343832	3190	3050	3049	-760	-761	-2595	140	3809	1834
chr5	140908109	DIAPH1	ENST00000389057.5	1.79957805907173	3172	3032	3031	-760	-761	-2589	140	3791	1828
chr5	140908109	DIAPH1	ENST00000398557.4	1.80099502487562	3199	3059	3058	-760	-761	-2589	140	3818	1828
chr5	140908109	DIAPH1	ENST00000398562.2	1.79717107018948	3127	2987	2986	-760	-761	-2589	140	3746	1828
chr5	140908109	DIAPH1	ENST00000398566.3	1.79973649538867	3175	3035	3034	-760	-761	-2589	140	3794	1828
chr5	140908109	DIAPH1	ENST00000520569.1	1.79166666666667	2905	2888	2887	-760	-761	-2589	17	3647	1828
chr5	145547822	LARS	ENST00000274562.9	1.06376811594203	343	220	219	-3230	-3231	-3425	123	3449	194
chr5	145547822	LARS	ENST00000394434.2	1.08524497309544	467	301	300	-3230	-3231	-4298	166	3530	1067
chr5	145547822	LARS	ENST00000510191.1	1.04125853368952	311	139	138	-3230	-3231	-3425	172	3368	194
chr5	162945584	MAT2B	ENST00000280969.5	2.22096608427544	1467	1187	1186	215	214	-758	280	971	972
chr5	162945584	MAT2B	ENST00000321757.6	2.22419186652763	1358	1220	1219	215	214	-744	138	1004	958
chr5	162945584	MAT2B	ENST00000518095.1	2.70696400625978	2659	2587	2586	1807	1806	-749	72	779	2555
chr5	167924236	RARS	ENST00000231572.3	1.35552193645991	758	705	704	-1278	-1279	-1387	53	1982	108
chr5	167924236	RARS	ENST00000538719.1	1.06373626373626	603	87	86	-1278	-1279	-1386	516	1364	107
chr5	172461673	ATP6V0E1	ENST00000265093.4	2.5811320754717	550	506	505	308	307	-222	44	197	529
chr5	172461673	ATP6V0E1	ENST00000519374.1	2.28439519852262	657	554	553	308	307	-775	103	245	1082
chr5	172461673	ATP6V0E1	ENST00000519911.1	2.53579175704989	503	424	423	247	246	-214	79	176	460
chr6	7289872	SSR1	ENST00000244763.4	2.02579979360165	1172	1086	1085	225	224	-8496	86	860	8720
chr6	7289872	SSR1	ENST00000397511.2	2.09808195292066	1178	1101	1100	225	224	-2069	77	875	2293
chr6	7289872	SSR1	ENST00000489567.1	2.19035532994924	935	882	881	225	224	-957	53	656	1181
chr6	7289872	SSR1	ENST00000534851.1	2.09812472743131	1086	1005	1004	225	224	-2068	81	779	2292
chr6	10410512	TFAP2A	ENST00000319516.4	1.06912442396313	277	90	89	-1212	-1213	-1757	187	1301	544
chr6	10410512	TFAP2A	ENST00000379604.2	1.07762557077626	353	102	101	-1212	-1213	-2946	251	1313	1733
chr6	10410512	TFAP2A	ENST00000379608.3	1.06481481481481	861	84	83	-1212	-1213	-1714	777	1295	501
chr6	10410512	TFAP2A	ENST00000379613.3	1.08181818181818	364	108	107	-1212	-1213	-2952	256	1319	1739
chr6	10410512	TFAP2A	ENST00000482890.1	1.07762557077626	454	102	101	-1212	-1213	-1616	352	1313	403
chr6	18264749	DEK	ENST00000244776.7	0.144578313253012	23	-142	-143	-1168	-1169	-1417	165	1025	248
chr6	18264749	DEK	ENST00000397239.3	0.683035714285714	305	-142	-143	-1270	-1271	-3121	447	1127	1850
chr6	31749303	VARS	ENST00000375663.3	1.65849802371541	2939	2499	2498	-1296	-1297	-1372	440	3794	75
chr6	31805021	C6orf48	ENST00000375633.1	0.673151750972763	172	-84	-85	-312	-313	-413	256	227	100
chr6	31805021	C6orf48	ENST00000375635.2	0.704225352112676	199	-84	-85	-312	-313	-410	283	227	97
chr6	31805021	C6orf48	ENST00000375638.3	0.838771593090211	436	-84	-85	-312	-313	-410	520	227	97
chr6	31805021	C6orf48	ENST00000375639.2	0.782383419689119	301	-84	-85	-312	-313	-410	385	227	97
chr6	31805021	C6orf48	ENST00000375640.3	0.884456671251719	642	-84	-85	-312	-313	-410	726	227	97
chr6	31805021	C6orf48	ENST00000375641.2	0.695652173913043	191	-84	-85	-312	-313	-410	275	227	97
chr6	31805021	C6orf48	ENST00000375642.2	0.867924528301887	551	-84	-85	-312	-313	-410	635	227	97
chr6	31805021	C6orf48	ENST00000395788.3	0.827160493827161	401	-84	-85	-312	-313	-413	485	227	100
